Raw file name - analytical LC-FAIMS-MS/MS run	Raw file name - pre-analytical LC-FAIMS-MS run (TIC normalization)	Cohort	Experiment name for MQ and Prosit	Experiment FP_DDA	Bioreplicate FP_DDA	Folder name FP_DDA	Experiment FP_Booster	Bioreplicate FP_Booster	Folder name FP_Booster	Experiment FP_WWA	Bioreplicate FP_WWA	Folder name FP_WWA
5610_P065089_15SPD_FMS-30-40-50-60-70_R1.raw	5409_P063258_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	89	P065089	89	P065089_89	P065089	89	P065089_89	P065089	89	P065089_89
5610_P065090_15SPD_FMS-30-40-50-60-70_R1.raw	5409_P063221_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	90	P065090	90	P065090_90	P065090	90	P065090_90	P065090	90	P065090_90
5610_P065091_15SPD_FMS-30-40-50-60-70_R1.raw	5409_P063259_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	91	P065091	91	P065091_91	P065091	91	P065091_91	P065091	91	P065091_91
5610_P065092_15SPD_FMS-30-40-50-60-70_R1.raw	5409_P063260_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	92	P065092	92	P065092_92	P065092	92	P065092_92	P065092	92	P065092_92
5610_P065093_15SPD_FMS-30-40-50-60-70_R1.raw	5409_P063261_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	93	P065093	93	P065093_93	P065093	93	P065093_93	P065093	93	P065093_93
5610_P065094_15SPD_FMS-30-40-50-60-70_R1.raw	5409_P063162_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	94	P065094	94	P065094_94	P065094	94	P065094_94	P065094	94	P065094_94
5610_P065095_15SPD_FMS-30-40-50-60-70_R1.raw	5409_P063262_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	95	P065095	95	P065095_95	P065095	95	P065095_95	P065095	95	P065095_95
5610_P065096_15SPD_FMS-30-40-50-60-70_R1.raw	5409_P063263_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	96	P065096	96	P065096_96	P065096	96	P065096_96	P065096	96	P065096_96
5610_P065097_15SPD_FMS-30-40-50-60-70_R1.raw	5409_P063264_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	97	P065097	97	P065097_97	P065097	97	P065097_97	P065097	97	P065097_97
5610_P065098_15SPD_FMS-30-40-50-60-70_R1.raw	5409_P063223_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	98	P065098	98	P065098_98	P065098	98	P065098_98	P065098	98	P065098_98
5610_P065099_15SPD_FMS-30-40-50-60-70_R1.raw	5409_P063265_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	99	P065099	99	P065099_99	P065099	99	P065099_99	P065099	99	P065099_99
5610_P065100_15SPD_FMS-30-40-50-60-70_R1.raw	5409_P063266_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	100	P065100	100	P065100_100	P065100	100	P065100_100	P065100	100	P065100_100
5610_P065101_15SPD_FMS-30-40-50-60-70_R1.raw	5409_P063338_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	101	P065101	101	P065101_101	P065101	101	P065101_101	P065101	101	P065101_101
5610_P065102_15SPD_FMS-30-40-50-60-70_R1.raw	5409_P063267_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	102	P065102	102	P065102_102	P065102	102	P065102_102	P065102	102	P065102_102
5610_P065103_15SPD_FMS-30-40-50-60-70_R1.raw	5409_P063268_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	103	P065103	103	P065103_103	P065103	103	P065103_103	P065103	103	P065103_103
5610_P065104_15SPD_FMS-30-40-50-60-70_R1.raw	5559_P064591_100SPD_FMS_45-65_R2.raw	Melanoma	104	P065104	104	P065104_104	P065104	104	P065104_104	P065104	104	P065104_104
5610_P065105_15SPD_FMS-30-40-50-60-70_R1.raw	5409_P063269_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	105	P065105	105	P065105_105	P065105	105	P065105_105	P065105	105	P065105_105
5610_P065106_15SPD_FMS-30-40-50-60-70_R1.raw	5409_P063271_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	106	P065106	106	P065106_106	P065106	106	P065106_106	P065106	106	P065106_106
5610_P065107_15SPD_FMS-30-40-50-60-70_R1.raw	5409_P063197_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	107	P065107	107	P065107_107	P065107	107	P065107_107	P065107	107	P065107_107
5610_P065108_15SPD_FMS-30-40-50-60-70_R1.raw	5409_P063273_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	108	P065108	108	P065108_108	P065108	108	P065108_108	P065108	108	P065108_108
5610_P065109_15SPD_FMS-30-40-50-60-70_R1.raw	5559_P064587_100SPD_FMS_45-65_R2.raw	Melanoma	109	P065109	109	P065109_109	P065109	109	P065109_109	P065109	109	P065109_109
5610_P065110_15SPD_FMS-30-40-50-60-70_R1.raw	5559_P064560_100SPD_FMS_45-65_R1.raw	Melanoma	110	P065110	110	P065110_110	P065110	110	P065110_110	P065110	110	P065110_110
5610_P065111_15SPD_FMS-30-40-50-60-70_R1.raw	5409_P063276_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	111	P065111	111	P065111_111	P065111	111	P065111_111	P065111	111	P065111_111
5610_P065112_15SPD_FMS-30-40-50-60-70_R1.raw	5409_P063326_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	112	P065112	112	P065112_112	P065112	112	P065112_112	P065112	112	P065112_112
5610_P065113_15SPD_FMS-30-40-50-60-70_R1.raw	5409_P063278_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	113	P065113	113	P065113_113	P065113	113	P065113_113	P065113	113	P065113_113
5610_P065114_15SPD_FMS-30-40-50-60-70_R1.raw	5409_P063279_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	114	P065114	114	P065114_114	P065114	114	P065114_114	P065114	114	P065114_114
5610_P065115_15SPD_FMS-30-40-50-60-70_R1.raw	5559_P064561_100SPD_FMS_45-65_R1.raw	Melanoma	115	P065115	115	P065115_115	P065115	115	P065115_115	P065115	115	P065115_115
5610_P065116_15SPD_FMS-30-40-50-60-70_R1.raw	5409_P063330_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	116	P065116	116	P065116_116	P065116	116	P065116_116	P065116	116	P065116_116
5610_P065117_15SPD_FMS-30-40-50-60-70_R1.raw	5409_P063347_TICNorm_100SPD_FMS-45-65_R2.raw	Melanoma	117	P065117	117	P065117_117	P065117	117	P065117_117	P065117	117	P065117_117
5610_P065118_15SPD_FMS-30-40-50-60-70_R1.raw	5409_P063282_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	118	P065118	118	P065118_118	P065118	118	P065118_118	P065118	118	P065118_118
5610_P065119_15SPD_FMS-30-40-50-60-70_R1.raw	5409_P063199_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	119	P065119	119	P065119_119	P065119	119	P065119_119	P065119	119	P065119_119
5610_P065120_15SPD_FMS-30-40-50-60-70_R1.raw	5409_P063209_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	120	P065120	120	P065120_120	P065120	120	P065120_120	P065120	120	P065120_120
5610_P065121_15SPD_FMS-30-40-50-60-70_R1.raw	5409_P063283_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	121	P065121	121	P065121_121	P065121	121	P065121_121	P065121	121	P065121_121
5610_P065122_15SPD_FMS-30-40-50-60-70_R1.raw	5409_P063284_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	122	P065122	122	P065122_122	P065122	122	P065122_122	P065122	122	P065122_122
5610_P065123_15SPD_FMS-30-40-50-60-70_R1.raw	5559_P064588_100SPD_FMS_45-65_R2.raw	Melanoma	123	P065123	123	P065123_123	P065123	123	P065123_123	P065123	123	P065123_123
5610_P065124_15SPD_FMS-30-40-50-60-70_R1.raw	5409_P063285_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	124	P065124	124	P065124_124	P065124	124	P065124_124	P065124	124	P065124_124
5610_P065125_15SPD_FMS-30-40-50-60-70_R1.raw	5409_P063286_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	125	P065125	125	P065125_125	P065125	125	P065125_125	P065125	125	P065125_125
5610_P065126_15SPD_FMS-30-40-50-60-70_R1.raw	5559_P064563_100SPD_FMS_45-65_R1.raw	Melanoma	126	P065126	126	P065126_126	P065126	126	P065126_126	P065126	126	P065126_126
5610_P065127_15SPD_FMS-30-40-50-60-70_R1.raw	5559_P064564_100SPD_FMS_45-65_R1.raw	Melanoma	127	P065127	127	P065127_127	P065127	127	P065127_127	P065127	127	P065127_127
5610_P065128_15SPD_FMS-30-40-50-60-70_R1.raw	5559_P064565_100SPD_FMS_45-65_R1.raw	Melanoma	128	P065128	128	P065128_128	P065128	128	P065128_128	P065128	128	P065128_128
5610_P065129_15SPD_FMS-30-40-50-60-70_R1.raw	5409_P063288_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	129	P065129	129	P065129_129	P065129	129	P065129_129	P065129	129	P065129_129
5610_P065130_15SPD_FMS-30-40-50-60-70_R1.raw	5409_P063344_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	130	P065130	130	P065130_130	P065130	130	P065130_130	P065130	130	P065130_130
5610_P065131_15SPD_FMS-30-40-50-60-70_R1.raw	5409_P063289_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	131	P065131	131	P065131_131	P065131	131	P065131_131	P065131	131	P065131_131
5610_P065132_15SPD_FMS-30-40-50-60-70_R1.raw	5409_P063290_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	132	P065132	132	P065132_132	P065132	132	P065132_132	P065132	132	P065132_132
5610_P065133_15SPD_FMS-30-40-50-60-70_R1.raw	5559_P064589_100SPD_FMS_45-65_R2.raw	Melanoma	133	P065133	133	P065133_133	P065133	133	P065133_133	P065133	133	P065133_133
5610_P065134_15SPD_FMS-30-40-50-60-70_R1.raw	5409_P063291_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	134	P065134	134	P065134_134	P065134	134	P065134_134	P065134	134	P065134_134
5611_P065179_15SPD_FMS-30-40-50-60-70_R1.raw	5409_P063292_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	135	P065179	135	P065179_135	P065179	135	P065179_135	P065179	135	P065179_135
5611_P065180_15SPD_FMS-30-40-50-60-70_R1.raw	5409_P063293_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	136	P065180	136	P065180_136	P065180	136	P065180_136	P065180	136	P065180_136
5611_P065181_15SPD_FMS-30-40-50-60-70_R1.raw	5409_P063204_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	137	P065181	137	P065181_137	P065181	137	P065181_137	P065181	137	P065181_137
5611_P065182_15SPD_FMS-30-40-50-60-70_R1.raw	5409_P063294_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	138	P065182	138	P065182_138	P065182	138	P065182_138	P065182	138	P065182_138
5611_P065183_15SPD_FMS-30-40-50-60-70_R1.raw	5409_P063297_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	139	P065183	139	P065183_139	P065183	139	P065183_139	P065183	139	P065183_139
5611_P065184_15SPD_FMS-30-40-50-60-70_R1.raw	5409_P063339_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	140	P065184	140	P065184_140	P065184	140	P065184_140	P065184	140	P065184_140
5611_P065185_15SPD_FMS-30-40-50-60-70_R1.raw	5409_P063298_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	141	P065185	141	P065185_141	P065185	141	P065185_141	P065185	141	P065185_141
5611_P065186_15SPD_FMS-30-40-50-60-70_R1.raw	5559_P064592_100SPD_FMS_45-65_R2.raw	Melanoma	142	P065186	142	P065186_142	P065186	142	P065186_142	P065186	142	P065186_142
5611_P065187_15SPD_FMS-30-40-50-60-70_R1.raw	5409_P063299_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	143	P065187	143	P065187_143	P065187	143	P065187_143	P065187	143	P065187_143
5611_P065188_15SPD_FMS-30-40-50-60-70_R1.raw	5409_P063300_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	144	P065188	144	P065188_144	P065188	144	P065188_144	P065188	144	P065188_144
5611_P065189_15SPD_FMS-30-40-50-60-70_R1.raw	5409_P063301_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	145	P065189	145	P065189_145	P065189	145	P065189_145	P065189	145	P065189_145
5611_P065190_15SPD_FMS-30-40-50-60-70_R1.raw	5559_P064597_100SPD_FMS_45-65_R1.raw	Melanoma	146	P065190	146	P065190_146	P065190	146	P065190_146	P065190	146	P065190_146
5611_P065191_15SPD_FMS-30-40-50-60-70_R1.raw	5559_P064577_100SPD_FMS_45-65_R1.raw	Melanoma	147	P065191	147	P065191_147	P065191	147	P065191_147	P065191	147	P065191_147
5611_P065192_15SPD_FMS-30-40-50-60-70_R1.raw	5409_P063302_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	148	P065192	148	P065192_148	P065192	148	P065192_148	P065192	148	P065192_148
5611_P065193_15SPD_FMS-30-40-50-60-70_R1.raw	5409_P063303_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	149	P065193	149	P065193_149	P065193	149	P065193_149	P065193	149	P065193_149
5611_P065194_15SPD_FMS-30-40-50-60-70_R1.raw	5409_P063304_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	150	P065194	150	P065194_150	P065194	150	P065194_150	P065194	150	P065194_150
5611_P065195_15SPD_FMS-30-40-50-60-70_R1.raw	5559_P064590_100SPD_FMS_45-65_R2.raw	Melanoma	151	P065195	151	P065195_151	P065195	151	P065195_151	P065195	151	P065195_151
5611_P065196_15SPD_FMS-30-40-50-60-70_R1.raw	5409_P063305_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	152	P065196	152	P065196_152	P065196	152	P065196_152	P065196	152	P065196_152
5611_P065197_15SPD_FMS-30-40-50-60-70_R1.raw	5409_P063340_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	153	P065197	153	P065197_153	P065197	153	P065197_153	P065197	153	P065197_153
5611_P065198_15SPD_FMS-30-40-50-60-70_R1.raw	5409_P063306_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	154	P065198	154	P065198_154	P065198	154	P065198_154	P065198	154	P065198_154
5611_P065199_15SPD_FMS-30-40-50-60-70_R1.raw	5559_P064568_100SPD_FMS_45-65_R1.raw	Melanoma	155	P065199	155	P065199_155	P065199	155	P065199_155	P065199	155	P065199_155
5611_P065200_15SPD_FMS-30-40-50-60-70_R1.raw	5559_P064570_100SPD_FMS_45-65_R1.raw	Melanoma	156	P065200	156	P065200_156	P065200	156	P065200_156	P065200	156	P065200_156
5611_P065201_15SPD_FMS-30-40-50-60-70_R1.raw	5409_P063202_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	157	P065201	157	P065201_157	P065201	157	P065201_157	P065201	157	P065201_157
5611_P065202_15SPD_FMS-30-40-50-60-70_R1.raw	5409_P063308_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	158	P065202	158	P065202_158	P065202	158	P065202_158	P065202	158	P065202_158
5611_P065203_15SPD_FMS-30-40-50-60-70_R1.raw	5409_P063310_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	159	P065203	159	P065203_159	P065203	159	P065203_159	P065203	159	P065203_159
5611_P065204_15SPD_FMS-30-40-50-60-70_R1.raw	5409_P063312_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	160	P065204	160	P065204_160	P065204	160	P065204_160	P065204	160	P065204_160
5611_P065205_15SPD_FMS-30-40-50-60-70_R1.raw	5409_P063348_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	161	P065205	161	P065205_161	P065205	161	P065205_161	P065205	161	P065205_161
5611_P065206_15SPD_FMS-30-40-50-60-70_R1.raw	5409_P063313_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	162	P065206	162	P065206_162	P065206	162	P065206_162	P065206	162	P065206_162
5611_P065207_15SPD_FMS-30-40-50-60-70_R1.raw	5409_P063314_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	163	P065207	163	P065207_163	P065207	163	P065207_163	P065207	163	P065207_163
5611_P065208_15SPD_FMS-30-40-50-60-70_R1.raw	5409_P063349_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	164	P065208	164	P065208_164	P065208	164	P065208_164	P065208	164	P065208_164
5611_P065209_15SPD_FMS-30-40-50-60-70_R1.raw	5409_P063315_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	165	P065209	165	P065209_165	P065209	165	P065209_165	P065209	165	P065209_165
5611_P065210_15SPD_FMS-30-40-50-60-70_R1.raw	5409_P063316_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	166	P065210	166	P065210_166	P065210	166	P065210_166	P065210	166	P065210_166
5611_P065211_15SPD_FMS-30-40-50-60-70_R1.raw	5409_P063317_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	167	P065211	167	P065211_167	P065211	167	P065211_167	P065211	167	P065211_167
5611_P065212_15SPD_FMS-30-40-50-60-70_R1.raw	5559_P064593_100SPD_FMS_45-65_R2.raw	Melanoma	168	P065212	168	P065212_168	P065212	168	P065212_168	P065212	168	P065212_168
5611_P065213_15SPD_FMS-30-40-50-60-70_R1.raw	5409_P063318_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	169	P065213	169	P065213_169	P065213	169	P065213_169	P065213	169	P065213_169
5611_P065214_15SPD_FMS-30-40-50-60-70_R1.raw	5409_P063319_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	170	P065214	170	P065214_170	P065214	170	P065214_170	P065214	170	P065214_170
5611_P065215_15SPD_FMS-30-40-50-60-70_R1.raw	5409_P063320_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	171	P065215	171	P065215_171	P065215	171	P065215_171	P065215	171	P065215_171
5611_P065216_15SPD_FMS-30-40-50-60-70_R1.raw	5409_P063350_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	172	P065216	172	P065216_172	P065216	172	P065216_172	P065216	172	P065216_172
5611_P065217_15SPD_FMS-30-40-50-60-70_R1.raw	5409_P063352_TICNorm_100SPD_FMS-45-65_R2.raw	Melanoma	173	P065217	173	P065217_173	P065217	173	P065217_173	P065217	173	P065217_173
5611_P065218_15SPD_FMS-30-40-50-60-70_R1.raw	5559_P064599_100SPD_FMS_45-65_R1.raw	Melanoma	174	P065218	174	P065218_174	P065218	174	P065218_174	P065218	174	P065218_174
5611_P065219_15SPD_FMS-30-40-50-60-70_R1.raw	5409_P063353_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	175	P065219	175	P065219_175	P065219	175	P065219_175	P065219	175	P065219_175
5611_P065220_15SPD_FMS-30-40-50-60-70_R1.raw	5409_P063354_TICNorm_100SPD_FMS-45-65_R2.raw	Melanoma	176	P065220	176	P065220_176	P065220	176	P065220_176	P065220	176	P065220_176
5611_P065221_15SPD_FMS-30-40-50-60-70_R1.raw	5409_P063359_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	177	P065221	177	P065221_177	P065221	177	P065221_177	P065221	177	P065221_177
5611_P065222_15SPD_FMS-30-40-50-60-70_R1.raw	5409_P063157_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	178	P065222	178	P065222_178	P065222	178	P065222_178	P065222	178	P065222_178
5611_P065223_15SPD_FMS-30-40-50-60-70_R1.raw	5409_P063164_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	179	P065223	179	P065223_179	P065223	179	P065223_179	P065223	179	P065223_179
5611_P065224_15SPD_FMS-30-40-50-60-70_R1.raw	5409_P063328_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	180	P065224	180	P065224_180	P065224	180	P065224_180	P065224	180	P065224_180
5611_P065225_15SPD_FMS-30-40-50-60-70_R1.raw	5409_P063332_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	181	P065225	181	P065225_181	P065225	181	P065225_181	P065225	181	P065225_181
5611_P065226_15SPD_FMS-30-40-50-60-70_R1.raw	5559_P064594_100SPD_FMS_45-65_R2.raw	Melanoma	182	P065226	182	P065226_182	P065226	182	P065226_182	P065226	182	P065226_182
5646_P065438_15SPD_FMS-30-40-50-60-70_R2.raw	5409_P063176_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	183	P065438	183	P065438_183	P065438	183	P065438_183	P065438	183	P065438_183
5646_P065439_15SPD_FMS-30-40-50-60-70_R2.raw	5409_P063178_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	184	P065439	184	P065439_184	P065439	184	P065439_184	P065439	184	P065439_184
5646_P065440_15SPD_FMS-30-40-50-60-70_R2.raw	5409_P063334_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	185	P065440	185	P065440_185	P065440	185	P065440_185	P065440	185	P065440_185
5646_P065441_15SPD_FMS-30-40-50-60-70_R2.raw	5409_P063191_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	186	P065441	186	P065441_186	P065441	186	P065441_186	P065441	186	P065441_186
5646_P065442_15SPD_FMS-30-40-50-60-70_R2.raw	5409_P063337_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	187	P065442	187	P065442_187	P065442	187	P065442_187	P065442	187	P065442_187
5646_P065443_15SPD_FMS-30-40-50-60-70_R1.raw	5409_P063151_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	188	P065443	188	P065443_188	P065443	188	P065443_188	P065443	188	P065443_188
5646_P065444_15SPD_FMS-30-40-50-60-70_R1.raw	5409_P063341_TICNorm_100SPD_FMS-45-65_R2.raw	Melanoma	189	P065444	189	P065444_189	P065444	189	P065444_189	P065444	189	P065444_189
5646_P065445_15SPD_FMS-30-40-50-60-70_R1.raw	5559_P064573_100SPD_FMS_45-65_R1.raw	Melanoma	190	P065445	190	P065445_190	P065445	190	P065445_190	P065445	190	P065445_190
5646_P065446_15SPD_FMS-30-40-50-60-70_R1.raw	5409_P063345_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	191	P065446	191	P065446_191	P065446	191	P065446_191	P065446	191	P065446_191
5646_P065447_15SPD_FMS-30-40-50-60-70_R1.raw	5559_P064574_100SPD_FMS_45-65_R1.raw	Melanoma	192	P065447	192	P065447_192	P065447	192	P065447_192	P065447	192	P065447_192
5568_P063693_15SPD_FMS-35-45-55-65-75_R1.raw	5409_P063229_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	1	P063693	1	P063693_1	P063693	1	P063693_1	P063693	1	P063693_1
5568_P063694_15SPD_FMS-35-45-55-65-75_R1.raw	5409_P063146_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	2	P063694	2	P063694_2	P063694	2	P063694_2	P063694	2	P063694_2
5568_P063695_15SPD_FMS-35-45-55-65-75_R1.raw	5409_P063147_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	3	P063695	3	P063695_3	P063695	3	P063695_3	P063695	3	P063695_3
5568_P063696_15SPD_FMS-35-45-55-65-75_R1.raw	5409_P063149_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	4	P063696	4	P063696_4	P063696	4	P063696_4	P063696	4	P063696_4
5568_P063697_15SPD_FMS-35-45-55-65-75_R1.raw	5409_P063152_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	5	P063697	5	P063697_5	P063697	5	P063697_5	P063697	5	P063697_5
5568_P063698_15SPD_FMS-35-45-55-65-75_R1.raw	5409_P063155_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	6	P063698	6	P063698_6	P063698	6	P063698_6	P063698	6	P063698_6
5568_P063699_15SPD_FMS-35-45-55-65-75_R1.raw	5409_P063156_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	7	P063699	7	P063699_7	P063699	7	P063699_7	P063699	7	P063699_7
5568_P063700_15SPD_FMS-35-45-55-65-75_R1.raw	5409_P063148_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	8	P063700	8	P063700_8	P063700	8	P063700_8	P063700	8	P063700_8
5568_P063701_15SPD_FMS-35-45-55-65-75_R1.raw	5409_P063321_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	9	P063701	9	P063701_9	P063701	9	P063701_9	P063701	9	P063701_9
5568_P063702_15SPD_FMS-35-45-55-65-75_R1.raw	5409_P063160_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	10	P063702	10	P063702_10	P063702	10	P063702_10	P063702	10	P063702_10
5568_P063703_15SPD_FMS-35-45-55-65-75_R1.raw	5409_P063161_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	11	P063703	11	P063703_11	P063703	11	P063703_11	P063703	11	P063703_11
5568_P063704_15SPD_FMS-35-45-55-65-75_R1.raw	5409_P063214_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	12	P063704	12	P063704_12	P063704	12	P063704_12	P063704	12	P063704_12
5568_P063705_15SPD_FMS-35-45-55-65-75_R1.raw	5409_P063325_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	13	P063705	13	P063705_13	P063705	13	P063705_13	P063705	13	P063705_13
5568_P063706_15SPD_FMS-35-45-55-65-75_R1.raw	5409_P063168_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	14	P063706	14	P063706_14	P063706	14	P063706_14	P063706	14	P063706_14
5568_P063707_15SPD_FMS-35-45-55-65-75_R1.raw	5409_P063170_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	15	P063707	15	P063707_15	P063707	15	P063707_15	P063707	15	P063707_15
5568_P063708_15SPD_FMS-35-45-55-65-75_R1.raw	5409_P063171_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	16	P063708	16	P063708_16	P063708	16	P063708_16	P063708	16	P063708_16
5568_P063709_15SPD_FMS-35-45-55-65-75_R1.raw	5409_P063173_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	17	P063709	17	P063709_17	P063709	17	P063709_17	P063709	17	P063709_17
5568_P063710_15SPD_FMS-35-45-55-65-75_R1.raw	5409_P063327_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	18	P063710	18	P063710_18	P063710	18	P063710_18	P063710	18	P063710_18
5568_P063711_15SPD_FMS-35-45-55-65-75_R1.raw	5409_P063174_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	19	P063711	19	P063711_19	P063711	19	P063711_19	P063711	19	P063711_19
5568_P063712_15SPD_FMS-35-45-55-65-75_R1.raw	5409_P063177_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	20	P063712	20	P063712_20	P063712	20	P063712_20	P063712	20	P063712_20
5568_P063713_15SPD_FMS-35-45-55-65-75_R1.raw	5409_P063179_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	21	P063713	21	P063713_21	P063713	21	P063713_21	P063713	21	P063713_21
5568_P063714_15SPD_FMS-35-45-55-65-75_R1.raw	5409_P063181_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	22	P063714	22	P063714_22	P063714	22	P063714_22	P063714	22	P063714_22
5568_P063715_15SPD_FMS-35-45-55-65-75_R1.raw	5409_P063182_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	23	P063715	23	P063715_23	P063715	23	P063715_23	P063715	23	P063715_23
5568_P063716_15SPD_FMS-35-45-55-65-75_R1.raw	5409_P063183_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	24	P063716	24	P063716_24	P063716	24	P063716_24	P063716	24	P063716_24
5568_P063717_15SPD_FMS-35-45-55-65-75_R1.raw	5409_P063184_TICNorm_100SPD_FMS-45-65_R1.raw	Melanoma	25	P063717	25	P063717_25	P063717	25	P063717_25	P063717	25	P063717_25
