Raw file name - analytical LC-FAIMS-MS/MS run	Raw file name - pre-analytical LC-FAIMS-MS run (TIC normalization)	Cohort	Experiment name for MQ and Prosit	Experiment FP_DDA	Bioreplicate FP_DDA	Folder name FP_DDA	Experiment FP_Booster	Bioreplicate FP_Booster	Folder name FP_Booster	Experiment FP_WWA	Bioreplicate FP_WWA	Folder name FP_WWA
04875_P053237_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_167_R1.raw	PDAC	P053237	P053237	167	P053237_167	P053237	167	P053237_167	PDAC_4875_P053237	167	PDAC_4875_P053237_167
04875_P053238_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_168_R1.raw	PDAC	P053238	P053238	168	P053238_168	P053238	168	P053238_168	PDAC_4875_P053238	168	PDAC_4875_P053238_168
04875_P053239_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_169_R1.raw	PDAC	P053239	P053239	169	P053239_169	P053239	169	P053239_169	PDAC_4875_P053239	169	PDAC_4875_P053239_169
04875_P053240_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_170_R1.raw	PDAC	P053240	P053240	170	P053240_170	P053240	170	P053240_170	PDAC_4875_P053240	170	PDAC_4875_P053240_170
04875_P053241_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_171_R1.raw	PDAC	P053241	P053241	171	P053241_171	P053241	171	P053241_171	PDAC_4875_P053241	171	PDAC_4875_P053241_171
04875_P053242_15SPD_FMS-30-40-50-60-70_R2.raw	210207_PDAC_TIC_Norm_172_R1.raw	PDAC	P053242	P053242	172	P053242_172	P053242	172	P053242_172	PDAC_4875_P053242	172	PDAC_4875_P053242_172
04875_P053243_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_173_R1.raw	PDAC	P053243	P053243	173	P053243_173	P053243	173	P053243_173	PDAC_4875_P053243	173	PDAC_4875_P053243_173
04875_P053244_15SPD_FMS-30-40-50-60-70_R2.raw	210207_PDAC_TIC_Norm_174_R1.raw	PDAC	P053244	P053244	174	P053244_174	P053244	174	P053244_174	PDAC_4875_P053244	174	PDAC_4875_P053244_174
04875_P053245_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_175_R1.raw	PDAC	P053245	P053245	175	P053245_175	P053245	175	P053245_175	PDAC_4875_P053245	175	PDAC_4875_P053245_175
04875_P053246_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_176_R1.raw	PDAC	P053246	P053246	176	P053246_176	P053246	176	P053246_176	PDAC_4875_P053246	176	PDAC_4875_P053246_176
04875_P053247_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_177_R1.raw	PDAC	P053247	P053247	177	P053247_177	P053247	177	P053247_177	PDAC_4875_P053247	177	PDAC_4875_P053247_177
04875_P053248_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_178_R1.raw	PDAC	P053248	P053248	178	P053248_178	P053248	178	P053248_178	PDAC_4875_P053248	178	PDAC_4875_P053248_178
04875_P053249_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_179_R1.raw	PDAC	P053249	P053249	179	P053249_179	P053249	179	P053249_179	PDAC_4875_P053249	179	PDAC_4875_P053249_179
04875_P053250_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_180_R1.raw	PDAC	P053250	P053250	180	P053250_180	P053250	180	P053250_180	PDAC_4875_P053250	180	PDAC_4875_P053250_180
04875_P053251_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_181_R1.raw	PDAC	P053251	P053251	181	P053251_181	P053251	181	P053251_181	PDAC_4875_P053251	181	PDAC_4875_P053251_181
04875_P053252_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_182_R1.raw	PDAC	P053252	P053252	182	P053252_182	P053252	182	P053252_182	PDAC_4875_P053252	182	PDAC_4875_P053252_182
04875_P053253_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_183_R1.raw	PDAC	P053253	P053253	183	P053253_183	P053253	183	P053253_183	PDAC_4875_P053253	183	PDAC_4875_P053253_183
04875_P053254_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_184_R1.raw	PDAC	P053254	P053254	184	P053254_184	P053254	184	P053254_184	PDAC_4875_P053254	184	PDAC_4875_P053254_184
04875_P053255_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_185_R1.raw	PDAC	P053255	P053255	185	P053255_185	P053255	185	P053255_185	PDAC_4875_P053255	185	PDAC_4875_P053255_185
04875_P053256_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_186_R1.raw	PDAC	P053256	P053256	186	P053256_186	P053256	186	P053256_186	PDAC_4875_P053256	186	PDAC_4875_P053256_186
04875_P053257_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_187_R1.raw	PDAC	P053257	P053257	187	P053257_187	P053257	187	P053257_187	PDAC_4875_P053257	187	PDAC_4875_P053257_187
04875_P053258_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_188_R1.raw	PDAC	P053258	P053258	188	P053258_188	P053258	188	P053258_188	PDAC_4875_P053258	188	PDAC_4875_P053258_188
04875_P053259_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_189_R1.raw	PDAC	P053259	P053259	189	P053259_189	P053259	189	P053259_189	PDAC_4875_P053259	189	PDAC_4875_P053259_189
04875_P053260_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_190_R1.raw	PDAC	P053260	P053260	190	P053260_190	P053260	190	P053260_190	PDAC_4875_P053260	190	PDAC_4875_P053260_190
04875_P053261_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_191_R1.raw	PDAC	P053261	P053261	191	P053261_191	P053261	191	P053261_191	PDAC_4875_P053261	191	PDAC_4875_P053261_191
04875_P053262_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_192_R1.raw	PDAC	P053262	P053262	192	P053262_192	P053262	192	P053262_192	PDAC_4875_P053262	192	PDAC_4875_P053262_192
04875_P053263_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_193_R1.raw	PDAC	P053263	P053263	193	P053263_193	P053263	193	P053263_193	PDAC_4875_P053263	193	PDAC_4875_P053263_193
04875_P053264_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_194_R1.raw	PDAC	P053264	P053264	194	P053264_194	P053264	194	P053264_194	PDAC_4875_P053264	194	PDAC_4875_P053264_194
04875_P053265_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_195_R1.raw	PDAC	P053265	P053265	195	P053265_195	P053265	195	P053265_195	PDAC_4875_P053265	195	PDAC_4875_P053265_195
04875_P053266_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_196_R1.raw	PDAC	P053266	P053266	196	P053266_196	P053266	196	P053266_196	PDAC_4875_P053266	196	PDAC_4875_P053266_196
04875_P053267_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_197_R1.raw	PDAC	P053267	P053267	197	P053267_197	P053267	197	P053267_197	PDAC_4875_P053267	197	PDAC_4875_P053267_197
04875_P053268_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_198_R1.raw	PDAC	P053268	P053268	198	P053268_198	P053268	198	P053268_198	PDAC_4875_P053268	198	PDAC_4875_P053268_198
04875_P053269_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_199_R1.raw	PDAC	P053269	P053269	199	P053269_199	P053269	199	P053269_199	PDAC_4875_P053269	199	PDAC_4875_P053269_199
04875_P053270_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_200_R1.raw	PDAC	P053270	P053270	200	P053270_200	P053270	200	P053270_200	PDAC_4875_P053270	200	PDAC_4875_P053270_200
04875_P053271_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_201_R1.raw	PDAC	P053271	P053271	201	P053271_201	P053271	201	P053271_201	PDAC_4875_P053271	201	PDAC_4875_P053271_201
04875_P053272_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_202_R1.raw	PDAC	P053272	P053272	202	P053272_202	P053272	202	P053272_202	PDAC_4875_P053272	202	PDAC_4875_P053272_202
04875_P053273_15SPD_FMS-30-40-50-60-70_R2.raw	210207_PDAC_TIC_Norm_203_R1.raw	PDAC	P053273	P053273	203	P053273_203	P053273	203	P053273_203	PDAC_4875_P053273	203	PDAC_4875_P053273_203
04875_P053274_15SPD_FMS-30-40-50-60-70_R1.raw	210207_PDAC_TIC_Norm_204_R1.raw	PDAC	P053274	P053274	204	P053274_204	P053274	204	P053274_204	PDAC_4875_P053274	204	PDAC_4875_P053274_204
04875_P053275_15SPD_FMS-30-40-50-60-70_R2.raw	210207_PDAC_TIC_Norm_205_R1.raw	PDAC	P053275	P053275	205	P053275_205	P053275	205	P053275_205	PDAC_4875_P053275	205	PDAC_4875_P053275_205
04875_P053071_15SPD_FMS-35-45-55-65-75_R1.raw	210207_PDAC_TIC_Norm_1_R1.raw	PDAC	P053071	P053071	1	P053071_1	P053071	1	P053071_1	PDAC_4875_P053071	1	PDAC_4875_P053071_1
04875_P053072_15SPD_FMS-35-45-55-65-75_R1.raw	210207_PDAC_TIC_Norm_2_R1.raw	PDAC	P053072	P053072	2	P053072_2	P053072	2	P053072_2	PDAC_4875_P053072	2	PDAC_4875_P053072_2
04875_P053073_15SPD_FMS-35-45-55-65-75_R2.raw	210207_PDAC_TIC_Norm_3_R1.raw	PDAC	P053073	P053073	3	P053073_3	P053073	3	P053073_3	PDAC_4875_P053073	3	PDAC_4875_P053073_3
04875_P053074_15SPD_FMS-35-45-55-65-75_R1.raw	210207_PDAC_TIC_Norm_4_R1.raw	PDAC	P053074	P053074	4	P053074_4	P053074	4	P053074_4	PDAC_4875_P053074	4	PDAC_4875_P053074_4
04875_P053075_15SPD_FMS-35-45-55-65-75_R1.raw	210207_PDAC_TIC_Norm_5_R1.raw	PDAC	P053075	P053075	5	P053075_5	P053075	5	P053075_5	PDAC_4875_P053075	5	PDAC_4875_P053075_5
04875_P053076_15SPD_FMS-35-45-55-65-75_R1.raw	210207_PDAC_TIC_Norm_6_R1.raw	PDAC	P053076	P053076	6	P053076_6	P053076	6	P053076_6	PDAC_4875_P053076	6	PDAC_4875_P053076_6
04875_P053077_15SPD_FMS-35-45-55-65-75_R1.raw	210207_PDAC_TIC_Norm_7_R1.raw	PDAC	P053077	P053077	7	P053077_7	P053077	7	P053077_7	PDAC_4875_P053077	7	PDAC_4875_P053077_7
04875_P053078_15SPD_FMS-35-45-55-65-75_R2.raw	210207_PDAC_TIC_Norm_8_R1.raw	PDAC	P053078	P053078	8	P053078_8	P053078	8	P053078_8	PDAC_4875_P053078	8	PDAC_4875_P053078_8
04875_P053079_15SPD_FMS-35-45-55-65-75_R1.raw	210207_PDAC_TIC_Norm_9_R1.raw	PDAC	P053079	P053079	9	P053079_9	P053079	9	P053079_9	PDAC_4875_P053079	9	PDAC_4875_P053079_9
04875_P053080_15SPD_FMS-35-45-55-65-75_R1.raw	210207_PDAC_TIC_Norm_10_R1.raw	PDAC	P053080	P053080	10	P053080_10	P053080	10	P053080_10	PDAC_4875_P053080	10	PDAC_4875_P053080_10
04875_P053081_15SPD_FMS-35-45-55-65-75_R1.raw	210207_PDAC_TIC_Norm_11_R1.raw	PDAC	P053081	P053081	11	P053081_11	P053081	11	P053081_11	PDAC_4875_P053081	11	PDAC_4875_P053081_11
04875_P053082_15SPD_FMS-35-45-55-65-75_R1.raw	210207_PDAC_TIC_Norm_12_R1.raw	PDAC	P053082	P053082	12	P053082_12	P053082	12	P053082_12	PDAC_4875_P053082	12	PDAC_4875_P053082_12
04875_P053083_15SPD_FMS-35-45-55-65-75_R1.raw	210207_PDAC_TIC_Norm_13_R1.raw	PDAC	P053083	P053083	13	P053083_13	P053083	13	P053083_13	PDAC_4875_P053083	13	PDAC_4875_P053083_13
04875_P053084_15SPD_FMS-35-45-55-65-75_R2.raw	210207_PDAC_TIC_Norm_14_R1.raw	PDAC	P053084	P053084	14	P053084_14	P053084	14	P053084_14	PDAC_4875_P053084	14	PDAC_4875_P053084_14
04875_P053085_15SPD_FMS-35-45-55-65-75_R1.raw	210207_PDAC_TIC_Norm_15_R1.raw	PDAC	P053085	P053085	15	P053085_15	P053085	15	P053085_15	PDAC_4875_P053085	15	PDAC_4875_P053085_15
04875_P053086_15SPD_FMS-35-45-55-65-75_R1.raw	210207_PDAC_TIC_Norm_16_R1.raw	PDAC	P053086	P053086	16	P053086_16	P053086	16	P053086_16	PDAC_4875_P053086	16	PDAC_4875_P053086_16
04875_P053087_15SPD_FMS-35-45-55-65-75_R1.raw	210207_PDAC_TIC_Norm_17_R1.raw	PDAC	P053087	P053087	17	P053087_17	P053087	17	P053087_17	PDAC_4875_P053087	17	PDAC_4875_P053087_17
04875_P053088_15SPD_FMS-35-45-55-65-75_R1.raw	210207_PDAC_TIC_Norm_18_R1.raw	PDAC	P053088	P053088	18	P053088_18	P053088	18	P053088_18	PDAC_4875_P053088	18	PDAC_4875_P053088_18
04875_P053089_15SPD_FMS-35-45-55-65-75_R1.raw	210207_PDAC_TIC_Norm_19_R1.raw	PDAC	P053089	P053089	19	P053089_19	P053089	19	P053089_19	PDAC_4875_P053089	19	PDAC_4875_P053089_19
04875_P053090_15SPD_FMS-35-45-55-65-75_R1.raw	210207_PDAC_TIC_Norm_20_R1.raw	PDAC	P053090	P053090	20	P053090_20	P053090	20	P053090_20	PDAC_4875_P053090	20	PDAC_4875_P053090_20
04875_P053091_15SPD_FMS-35-45-55-65-75_R2.raw	210207_PDAC_TIC_Norm_21_R1.raw	PDAC	P053091	P053091	21	P053091_21	P053091	21	P053091_21	PDAC_4875_P053091	21	PDAC_4875_P053091_21
04875_P053092_15SPD_FMS-35-45-55-65-75_R1.raw	210207_PDAC_TIC_Norm_22_R1.raw	PDAC	P053092	P053092	22	P053092_22	P053092	22	P053092_22	PDAC_4875_P053092	22	PDAC_4875_P053092_22
04875_P053093_15SPD_FMS-35-45-55-65-75_R1.raw	210207_PDAC_TIC_Norm_23_R1.raw	PDAC	P053093	P053093	23	P053093_23	P053093	23	P053093_23	PDAC_4875_P053093	23	PDAC_4875_P053093_23
04875_P053094_15SPD_FMS-35-45-55-65-75_R1.raw	210207_PDAC_TIC_Norm_24_R1.raw	PDAC	P053094	P053094	24	P053094_24	P053094	24	P053094_24	PDAC_4875_P053094	24	PDAC_4875_P053094_24
04875_P053095_15SPD_FMS-35-45-55-65-75_R1.raw	210207_PDAC_TIC_Norm_25_R1.raw	PDAC	P053095	P053095	25	P053095_25	P053095	25	P053095_25	PDAC_4875_P053095	25	PDAC_4875_P053095_25
04875_P053096_15SPD_FMS-35-45-55-65-75_R1.raw	210207_PDAC_TIC_Norm_26_R1.raw	PDAC	P053096	P053096	26	P053096_26	P053096	26	P053096_26	PDAC_4875_P053096	26	PDAC_4875_P053096_26
04875_P053097_15SPD_FMS-35-45-55-65-75_R2.raw	210207_PDAC_TIC_Norm_27_R1.raw	PDAC	P053097	P053097	27	P053097_27	P053097	27	P053097_27	PDAC_4875_P053097	27	PDAC_4875_P053097_27
04875_P053098_15SPD_FMS-35-45-55-65-75_R1.raw	210207_PDAC_TIC_Norm_28_R1.raw	PDAC	P053098	P053098	28	P053098_28	P053098	28	P053098_28	PDAC_4875_P053098	28	PDAC_4875_P053098_28
04875_P053099_15SPD_FMS-35-45-55-65-75_R1.raw	210207_PDAC_TIC_Norm_29_R1.raw	PDAC	P053099	P053099	29	P053099_29	P053099	29	P053099_29	PDAC_4875_P053099	29	PDAC_4875_P053099_29
04875_P053101_15SPD_FMS-35-45-55-65-75_R1.raw	210207_PDAC_TIC_Norm_31_R1.raw	PDAC	P053101	P053101	31	P053101_31	P053101	31	P053101_31	PDAC_4875_P053101	31	PDAC_4875_P053101_31
04875_P053102_15SPD_FMS-35-45-55-65-75_R1.raw	210207_PDAC_TIC_Norm_32_R1.raw	PDAC	P053102	P053102	32	P053102_32	P053102	32	P053102_32	PDAC_4875_P053102	32	PDAC_4875_P053102_32
04875_P053103_15SPD_FMS-35-45-55-65-75_R1.raw	210207_PDAC_TIC_Norm_33_R1.raw	PDAC	P053103	P053103	33	P053103_33	P053103	33	P053103_33	PDAC_4875_P053103	33	PDAC_4875_P053103_33
04875_P053104_15SPD_FMS-35-45-55-65-75_R1.raw	210207_PDAC_TIC_Norm_34_R1.raw	PDAC	P053104	P053104	34	P053104_34	P053104	34	P053104_34	PDAC_4875_P053104	34	PDAC_4875_P053104_34
04875_P053105_15SPD_FMS-35-45-55-65-75_R1.raw	210207_PDAC_TIC_Norm_35_R1.raw	PDAC	P053105	P053105	35	P053105_35	P053105	35	P053105_35	PDAC_4875_P053105	35	PDAC_4875_P053105_35
04875_P053106_15SPD_FMS-35-45-55-65-75_R1.raw	210207_PDAC_TIC_Norm_36_R1.raw	PDAC	P053106	P053106	36	P053106_36	P053106	36	P053106_36	PDAC_4875_P053106	36	PDAC_4875_P053106_36
04875_P053107_15SPD_FMS-35-45-55-65-75_R1.raw	210207_PDAC_TIC_Norm_37_R1.raw	PDAC	P053107	P053107	37	P053107_37	P053107	37	P053107_37	PDAC_4875_P053107	37	PDAC_4875_P053107_37
04875_P053108_15SPD_FMS-35-45-55-65-75_R1.raw	210207_PDAC_TIC_Norm_38_R1.raw	PDAC	P053108	P053108	38	P053108_38	P053108	38	P053108_38	PDAC_4875_P053108	38	PDAC_4875_P053108_38
04875_P053109_15SPD_FMS-35-45-55-65-75_R1.raw	210207_PDAC_TIC_Norm_39_R1.raw	PDAC	P053109	P053109	39	P053109_39	P053109	39	P053109_39	PDAC_4875_P053109	39	PDAC_4875_P053109_39
04875_P053110_15SPD_FMS-35-45-55-65-75_R1.raw	210207_PDAC_TIC_Norm_40_R1.raw	PDAC	P053110	P053110	40	P053110_40	P053110	40	P053110_40	PDAC_4875_P053110	40	PDAC_4875_P053110_40
04875_P053111_15SPD_FMS-35-45-55-65-75_R1.raw	210207_PDAC_TIC_Norm_41_R1.raw	PDAC	P053111	P053111	41	P053111_41	P053111	41	P053111_41	PDAC_4875_P053111	41	PDAC_4875_P053111_41
04875_P053112_15SPD_FMS-35-45-55-65-75_R2.raw	210207_PDAC_TIC_Norm_42_R1.raw	PDAC	P053112	P053112	42	P053112_42	P053112	42	P053112_42	PDAC_4875_P053112	42	PDAC_4875_P053112_42
04875_P053113_15SPD_FMS-35-45-55-65-75_R2.raw	210207_PDAC_TIC_Norm_43_R1.raw	PDAC	P053113	P053113	43	P053113_43	P053113	43	P053113_43	PDAC_4875_P053113	43	PDAC_4875_P053113_43
04875_P053114_15SPD_FMS-35-45-55-65-75_R2.raw	210207_PDAC_TIC_Norm_44_R1.raw	PDAC	P053114	P053114	44	P053114_44	P053114	44	P053114_44	PDAC_4875_P053114	44	PDAC_4875_P053114_44
04875_P053115_15SPD_FMS-35-45-55-65-75_R1.raw	210207_PDAC_TIC_Norm_45_R1.raw	PDAC	P053115	P053115	45	P053115_45	P053115	45	P053115_45	PDAC_4875_P053115	45	PDAC_4875_P053115_45
04875_P053116_15SPD_FMS-35-45-55-65-75_R1.raw	210207_PDAC_TIC_Norm_46_R1.raw	PDAC	P053116	P053116	46	P053116_46	P053116	46	P053116_46	PDAC_4875_P053116	46	PDAC_4875_P053116_46
04875_P053117_15SPD_FMS-35-45-55-65-75_R1.raw	210207_PDAC_TIC_Norm_47_R1.raw	PDAC	P053117	P053117	47	P053117_47	P053117	47	P053117_47	PDAC_4875_P053117	47	PDAC_4875_P053117_47
04875_P053118_15SPD_FMS-35-45-55-65-75_R2.raw	210207_PDAC_TIC_Norm_48_R1.raw	PDAC	P053118	P053118	48	P053118_48	P053118	48	P053118_48	PDAC_4875_P053118	48	PDAC_4875_P053118_48
04875_P053119_15SPD_FMS-35-45-55-65-75_R1.raw	210207_PDAC_TIC_Norm_49_R1.raw	PDAC	P053119	P053119	49	P053119_49	P053119	49	P053119_49	PDAC_4875_P053119	49	PDAC_4875_P053119_49
04875_P053120_15SPD_FMS-35-45-55-65-75_R1.raw	210207_PDAC_TIC_Norm_50_R1.raw	PDAC	P053120	P053120	50	P053120_50	P053120	50	P053120_50	PDAC_4875_P053120	50	PDAC_4875_P053120_50
04875_P053121_15SPD_FMS-35-45-55-65-75_R1.raw	210207_PDAC_TIC_Norm_51_R1.raw	PDAC	P053121	P053121	51	P053121_51	P053121	51	P053121_51	PDAC_4875_P053121	51	PDAC_4875_P053121_51
04875_P053122_15SPD_FMS-35-45-55-65-75_R1.raw	210207_PDAC_TIC_Norm_52_R1.raw	PDAC	P053122	P053122	52	P053122_52	P053122	52	P053122_52	PDAC_4875_P053122	52	PDAC_4875_P053122_52
04875_P053123_15SPD_FMS-35-45-55-65-75_R1.raw	210207_PDAC_TIC_Norm_53_R1.raw	PDAC	P053123	P053123	53	P053123_53	P053123	53	P053123_53	PDAC_4875_P053123	53	PDAC_4875_P053123_53
04875_P053124_15SPD_FMS-35-45-55-65-75_R1.raw	210207_PDAC_TIC_Norm_54_R1.raw	PDAC	P053124	P053124	54	P053124_54	P053124	54	P053124_54	PDAC_4875_P053124	54	PDAC_4875_P053124_54
04875_P053125_15SPD_FMS-35-45-55-65-75_R2.raw	210207_PDAC_TIC_Norm_55_R1.raw	PDAC	P053125	P053125	55	P053125_55	P053125	55	P053125_55	PDAC_4875_P053125	55	PDAC_4875_P053125_55
04875_P053126_15SPD_FMS-35-45-55-65-75_R2.raw	210207_PDAC_TIC_Norm_56_R1.raw	PDAC	P053126	P053126	56	P053126_56	P053126	56	P053126_56	PDAC_4875_P053126	56	PDAC_4875_P053126_56
04875_P053127_15SPD_FMS-35-45-55-65-75_R2.raw	210207_PDAC_TIC_Norm_57_R1.raw	PDAC	P053127	P053127	57	P053127_57	P053127	57	P053127_57	PDAC_4875_P053127	57	PDAC_4875_P053127_57
04875_P053128_15SPD_FMS-35-45-55-65-75_R1.raw	210207_PDAC_TIC_Norm_58_R1.raw	PDAC	P053128	P053128	58	P053128_58	P053128	58	P053128_58	PDAC_4875_P053128	58	PDAC_4875_P053128_58
04875_P053129_15SPD_FMS-35-45-55-65-75_R1.raw	210207_PDAC_TIC_Norm_59_R1.raw	PDAC	P053129	P053129	59	P053129_59	P053129	59	P053129_59	PDAC_4875_P053129	59	PDAC_4875_P053129_59
04875_P053130_15SPD_FMS-35-45-55-65-75_R1.raw	210207_PDAC_TIC_Norm_60_R1.raw	PDAC	P053130	P053130	60	P053130_60	P053130	60	P053130_60	PDAC_4875_P053130	60	PDAC_4875_P053130_60
04875_P053131_15SPD_FMS-35-45-55-65-75_R1.raw	210207_PDAC_TIC_Norm_61_R1.raw	PDAC	P053131	P053131	61	P053131_61	P053131	61	P053131_61	PDAC_4875_P053131	61	PDAC_4875_P053131_61
04875_P053132_15SPD_FMS-35-45-55-65-75_R1.raw	210207_PDAC_TIC_Norm_62_R1.raw	PDAC	P053132	P053132	62	P053132_62	P053132	62	P053132_62	PDAC_4875_P053132	62	PDAC_4875_P053132_62
04875_P053133_15SPD_FMS-35-45-55-65-75_R1.raw	210207_PDAC_TIC_Norm_63_R1.raw	PDAC	P053133	P053133	63	P053133_63	P053133	63	P053133_63	PDAC_4875_P053133	63	PDAC_4875_P053133_63
04875_P053134_15SPD_FMS-35-45-55-65-75_R1.raw	210207_PDAC_TIC_Norm_64_R1.raw	PDAC	P053134	P053134	64	P053134_64	P053134	64	P053134_64	PDAC_4875_P053134	64	PDAC_4875_P053134_64
04875_P053135_15SPD_FMS-35-45-55-65-75_R1.raw	210207_PDAC_TIC_Norm_65_R1.raw	PDAC	P053135	P053135	65	P053135_65	P053135	65	P053135_65	PDAC_4875_P053135	65	PDAC_4875_P053135_65
04875_P053136_15SPD_FMS-35-45-55-65-75_R1.raw	210207_PDAC_TIC_Norm_66_R1.raw	PDAC	P053136	P053136	66	P053136_66	P053136	66	P053136_66	PDAC_4875_P053136	66	PDAC_4875_P053136_66
04875_P053137_15SPD_FMS-35-45-55-65-75_R1.raw	210207_PDAC_TIC_Norm_67_R1.raw	PDAC	P053137	P053137	67	P053137_67	P053137	67	P053137_67	PDAC_4875_P053137	67	PDAC_4875_P053137_67
04875_P053138_15SPD_FMS-35-45-55-65-75_R1.raw	210207_PDAC_TIC_Norm_68_R1.raw	PDAC	P053138	P053138	68	P053138_68	P053138	68	P053138_68	PDAC_4875_P053138	68	PDAC_4875_P053138_68
04875_P053139_15SPD_FMS-35-45-55-65-75_R1.raw	210207_PDAC_TIC_Norm_69_R1.raw	PDAC	P053139	P053139	69	P053139_69	P053139	69	P053139_69	PDAC_4875_P053139	69	PDAC_4875_P053139_69
04875_P053140_15SPD_FMS-35-45-55-65-75_R1.raw	210207_PDAC_TIC_Norm_70_R1.raw	PDAC	P053140	P053140	70	P053140_70	P053140	70	P053140_70	PDAC_4875_P053140	70	PDAC_4875_P053140_70
04875_P053141_15SPD_FMS-35-45-55-65-75_R1.raw	210207_PDAC_TIC_Norm_71_R1.raw	PDAC	P053141	P053141	71	P053141_71	P053141	71	P053141_71	PDAC_4875_P053141	71	PDAC_4875_P053141_71
04875_P053142_15SPD_FMS-35-45-55-65-75_R2.raw	210207_PDAC_TIC_Norm_72_R1.raw	PDAC	P053142	P053142	72	P053142_72	P053142	72	P053142_72	PDAC_4875_P053142	72	PDAC_4875_P053142_72
04875_P053143_15SPD_FMS-35-45-55-65-75_R1.raw	210207_PDAC_TIC_Norm_73_R1.raw	PDAC	P053143	P053143	73	P053143_73	P053143	73	P053143_73	PDAC_4875_P053143	73	PDAC_4875_P053143_73
04875_P053144_15SPD_FMS-35-45-55-65-75_R1.raw	210207_PDAC_TIC_Norm_74_R1.raw	PDAC	P053144	P053144	74	P053144_74	P053144	74	P053144_74	PDAC_4875_P053144	74	PDAC_4875_P053144_74
04875_P053145_15SPD_FMS-35-45-55-65-75_R1.raw	210207_PDAC_TIC_Norm_75_R1.raw	PDAC	P053145	P053145	75	P053145_75	P053145	75	P053145_75	PDAC_4875_P053145	75	PDAC_4875_P053145_75
04875_P053146_15SPD_FMS-35-45-55-65-75_R1.raw	210207_PDAC_TIC_Norm_76_R1.raw	PDAC	P053146	P053146	76	P053146_76	P053146	76	P053146_76	PDAC_4875_P053146	76	PDAC_4875_P053146_76
04875_P053147_15SPD_FMS-35-45-55-65-75_R1.raw	210207_PDAC_TIC_Norm_77_R1.raw	PDAC	P053147	P053147	77	P053147_77	P053147	77	P053147_77	PDAC_4875_P053147	77	PDAC_4875_P053147_77
04875_P053148_15SPD_FMS-35-45-55-65-75_R1.raw	210207_PDAC_TIC_Norm_78_R1.raw	PDAC	P053148	P053148	78	P053148_78	P053148	78	P053148_78	PDAC_4875_P053148	78	PDAC_4875_P053148_78
04875_P053149_15SPD_FMS-35-45-55-65-75_R2.raw	210207_PDAC_TIC_Norm_79_R1.raw	PDAC	P053149	P053149	79	P053149_79	P053149	79	P053149_79	PDAC_4875_P053149	79	PDAC_4875_P053149_79
04875_P053150_15SPD_FMS-35-45-55-65-75_R1.raw	210207_PDAC_TIC_Norm_80_R1.raw	PDAC	P053150	P053150	80	P053150_80	P053150	80	P053150_80	PDAC_4875_P053150	80	PDAC_4875_P053150_80
