"","logFC","pval","adjPval","negLogAdjPval","significant"
"OSBL1_HUMAN",0.586209761817349,0.00873075620479304,0.1017488728493,0.992470393090856,FALSE
"OSBL2_HUMAN",0.432942162979185,0.301902712785608,0.587347815669588,0.231104642037769,FALSE
"OSBL8_HUMAN",0.095503918814724,0.609228163028927,0.808770798638384,0.092174537707805,FALSE
"OSBL9_HUMAN",0.626706577070231,0.110763181765398,0.348015016988848,0.458402015666407,FALSE
"OSBP1_HUMAN",0.225003437801893,0.254154603889309,0.534842506203022,0.271774084813486,FALSE
"OSGEP_HUMAN",0.390568053337366,0.323986769669603,0.605004905255343,0.218241104162916,FALSE
"OST48_HUMAN",1.12072483035531,0.00325927884713328,0.0609051506455721,1.2153459782643,FALSE
"OSTF1_HUMAN",0.549481210037597,0.0335013263679396,0.189189072640738,0.723103951596381,FALSE
"OSTP_HUMAN",-1.23618452636909,0.0534653475150713,0.240981493872278,0.618016307706241,FALSE
"OTU6B_HUMAN",1.44073161994819,0.0161213447753423,0.131542532853957,0.880933800047795,FALSE
"OTUB1_HUMAN",0.103827306229556,0.737911681300578,0.880672040558058,0.0551857913530499,FALSE
"OX2G_HUMAN",0.0555312944228428,0.883871977554787,0.956118904415787,0.0194880948363146,FALSE
"OXR1_HUMAN",-0.525685263367124,0.271911244891486,0.554780487468383,0.255878822173073,FALSE
"OXSM_HUMAN",-0.13885546323503,0.58380229115786,0.793450197870981,0.100480327218633,FALSE
"OXSR1_HUMAN",0.820661998156201,0.00102094212782595,0.0378635704602768,1.42177843532513,FALSE
"OXSR1_HUMAN;STK39_HUMAN",-0.123175850460341,0.460502094317019,0.711254387604222,0.147975041501723,FALSE
"P2RX7_HUMAN",-0.72782606427853,0.00903386039222201,0.103426652795794,0.985367530192105,FALSE
"P4HA1_HUMAN",0.901412355668285,0.00144818590234397,0.0443908320948775,1.35270671415853,FALSE
"P4K2A_HUMAN",0.240689148707683,0.234668842488068,0.517079018316321,0.286443084378995,FALSE
"P5CR1_HUMAN",-1.48581590962673,0.042570487764602,0.210149550710972,0.677471534157018,FALSE
"P5CR2_HUMAN",0.440741098932236,0.196564195652463,0.466699891268339,0.330962300296687,FALSE
"P5CR3_HUMAN",-0.726911417202133,0.227634794148696,0.506449613553103,0.29546375591941,FALSE
"P5CS_HUMAN",1.09868784159907,0.00261995782423524,0.0548427709938473,1.26088061010181,FALSE
"P5I11_HUMAN",0.793482246709097,0.118380882066176,0.36119857078916,0.442253976795988,FALSE
"P85A_HUMAN",-0.269379878239972,0.37995681827355,0.657263403561,0.18226054857158,FALSE
"PA1B2_HUMAN",0.0914869664369103,0.817571232152355,0.925319767296947,0.0337081600455616,FALSE
"PA1B3_HUMAN",0.00261995491226259,0.990476923583363,0.995533757596402,0.00194400887688201,FALSE
"PA2G4_HUMAN",0.723495502234351,0.0145000217637545,0.127799786962322,0.893469870130397,FALSE
"PABP1_HUMAN",0.726663708533867,0.00162755363271755,0.0450980044344372,1.34584267502418,FALSE
"PABP1_HUMAN;PABP3_HUMAN",0.858060473434002,0.00226361630266449,0.0492789269090059,1.30733875787633,FALSE
"PABP1_HUMAN;PABP3_HUMAN;PABP4_HUMAN",0.424316082626257,0.28761032885448,0.571692571399319,0.242837450992383,FALSE
"PABP1_HUMAN;PABP3_HUMAN;PAP1M_HUMAN",1.09190232171225,0.00318542387975079,0.0606725367531993,1.21700784657755,FALSE
"PABP1_HUMAN;PABP4_HUMAN",1.03674907215005,0.000459378078477397,0.0289874225172549,1.53779039921204,FALSE
"PABP2_HUMAN",0.56423602546188,0.0571916688896133,0.248515495354667,0.604646527102788,FALSE
"PABP4_HUMAN",0.599189070590951,0.167979842159901,0.430479242356803,0.366047785318906,FALSE
"PABP4_HUMAN;PAP1M_HUMAN",1.18890008192636,0.141028691734738,0.39306978735299,0.405530336210784,FALSE
"PACN1_HUMAN",-0.535537614803388,0.418712687003601,0.681268699257728,0.166681564167786,FALSE
"PACN2_HUMAN",0.248759700709136,0.186669685400009,0.454563652254831,0.342405294207756,FALSE
"PACS1_HUMAN",-0.26009257436697,0.346724276728946,0.627447007846148,0.202422947411589,FALSE
